"INTERPRO2GO","SUBERR793600"
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;GO:0017111 nucleoside-triphosphatase activity;IPR004004 Helicase/polymerase/peptidase polyprotein, Calicivirus-type;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;GO:0017111 nucleoside-triphosphatase activity;IPR004548 Peptide chain release factor 3;",2
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;GO:0017111 nucleoside-triphosphatase activity;IPR004609 ATP-dependent DNA helicase RecG;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;GO:0017111 nucleoside-triphosphatase activity;IPR004807 UvrABC system, subunit B;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;GO:0017111 nucleoside-triphosphatase activity;IPR005259 Primosomal protein N';",2
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;GO:0017111 nucleoside-triphosphatase activity;IPR005714 ATPase, type III secretion system, FliI/YscN;IPR032463 ATPase, type III secretion system, FliI;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;GO:0017111 nucleoside-triphosphatase activity;IPR005742 DNA topoisomerase IV, subunit A, Gram-negative;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;GO:0017111 nucleoside-triphosphatase activity;IPR005747 Endonuclease MutS2;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;GO:0017111 nucleoside-triphosphatase activity;IPR007692 DNA helicase, DnaB type;",3
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;GO:0017111 nucleoside-triphosphatase activity;IPR010222 RNA helicase HrpA;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;GO:0017111 nucleoside-triphosphatase activity;IPR010285 DNA helicase Pif1-like;",12
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;GO:0017111 nucleoside-triphosphatase activity;IPR012099 Midasin;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;GO:0017111 nucleoside-triphosphatase activity;IPR012202 [NiFe]-hydrogenase/urease maturation factor, Ni2-binding GTPase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;GO:0017111 nucleoside-triphosphatase activity;IPR020006 Flagellar biosynthesis protein FlhF;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;GO:0017111 nucleoside-triphosphatase activity;IPR022941 Signal recognition particle, SRP54 subunit;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;GO:0017111 nucleoside-triphosphatase activity;IPR026983 Dynein heavy chain;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;GO:0017111 nucleoside-triphosphatase activity;IPR027640 Kinesin-like protein;",6
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;GO:0017111 nucleoside-triphosphatase activity;IPR028622 ATP-dependent RNA helicase RhlE;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;GO:0017111 nucleoside-triphosphatase activity;IPR031056 BRAHMA (BRM) ATPase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;IPR000026 Guanine-specific ribonuclease N1/T1/U2;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;IPR000407 Nucleoside phosphatase GDA1/CD39;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;IPR000490 Glycoside hydrolase family 17;",3
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;IPR000743 Glycoside hydrolase, family 28;",3
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;IPR001130 TatD family;",2
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;IPR001211 Phospholipase A2;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;IPR001352 Ribonuclease HII/HIII;IPR004641 Ribonuclease HIII;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;IPR001352 Ribonuclease HII/HIII;IPR022898 Ribonuclease HII;",3
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;IPR001360 Glycoside hydrolase family 1;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;IPR001360 Glycoside hydrolase family 1;IPR017736 Glycoside hydrolase, family 1, beta-glucosidase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;IPR001382 Glycoside hydrolase family 47;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;IPR001554 Glycoside hydrolase, family 14;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;IPR001568 Ribonuclease T2-like;IPR033697 Ribonuclease T2, eukaryotic;",2
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;IPR001661 Glycoside hydrolase, family 37;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;IPR001860 Glycoside hydrolase, family 34;",2
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;IPR001944 Glycoside hydrolase, family 35;IPR026283 Beta-galactosidase 1-like;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;IPR002037 Glycoside hydrolase, family 8;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;IPR002043 Uracil-DNA glycosylase family 1;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;IPR002053 Glycoside hydrolase, family 25;IPR018077 Glycoside hydrolase, family 25 subgroup;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;IPR002161 Pyridoxal 5'-phosphate synthase subunit PdxT/SNO;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;IPR002196 Glycoside hydrolase, family 24;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;IPR002241 Glycoside hydrolase, family 27;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;IPR002692 Penicillin/GL-7-ACA/AHL/aculeacin-A acylase;IPR014395 Penicillin/GL-7-ACA/AHL acylase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;IPR002695 Bifunctional purine biosynthesis protein PurH-like;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;IPR002933 Peptidase M20;",3
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;IPR002933 Peptidase M20;IPR010161 Peptidase M20B, tripeptide aminopeptidase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;IPR002933 Peptidase M20;IPR010169 Acetylornithine deacetylase ArgE;",2
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;IPR002933 Peptidase M20;IPR017150 Peptidase M20, glutamate carboxypeptidase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;IPR002933 Peptidase M20;IPR017439 Amidohydrolase;",2
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;IPR002933 Peptidase M20;IPR017439 Amidohydrolase;IPR033845 p-Aminobenzoyl-glutamate hydrolase subunit A;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;IPR003154 S1/P1 nuclease;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;IPR003561 Mutator MutT;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;IPR003697 Nucleoside triphosphate pyrophosphatase Maf-like protein;",2
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;IPR003702 Acetyl-CoA hydrolase/transferase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;IPR003761 Exonuclease VII, small subunit;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;IPR003824 Undecaprenyl-diphosphatase UppP;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;IPR004131 Pyrophosphate-energised proton pump;",2
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;IPR004175 RNA 2',3'-cyclic phosphodiesterase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;IPR004791 UvrABC system, subunit C;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;IPR004794 Riboflavin biosynthesis protein RibD;",2
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;IPR004808 AP endonuclease 1;",3
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;IPR004810 Formyltetrahydrofolate deformylase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;IPR005152 Lipase, secreted;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;IPR005747 Endonuclease MutS2;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;IPR005760 A/G-specific adenine glycosylase MutY;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;IPR005937 26S proteasome regulatory subunit P45-like;",2
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;IPR006101 Glycoside hydrolase, family 2;",3
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;IPR006179 5'-Nucleotidase/apyrase;",2
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;IPR006179 5'-Nucleotidase/apyrase;IPR011240 Phosphoesterase-related protein YunD;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;IPR006261 dNTP triphosphohydrolase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;IPR006330 Adenosine/adenine deaminase;IPR028892 Adenine deaminase type 2;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;IPR006679 Adenine deaminase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;IPR006684 Acyl-CoA thioester hydrolase YbgC/YbaW family;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;IPR006710 Glycoside hydrolase, family 43;",2
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;IPR007036 Succinylglutamate desuccinylase/aspartoacylase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;IPR007036 Succinylglutamate desuccinylase/aspartoacylase;IPR014336 N-alpha-acetyl diaminobutyrate deacetylase DoeB;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;IPR007312 Phosphoesterase;IPR017767 Bacterial phospholipase C, phosphocholine-specific;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;IPR007325 Kynurenine formamidase/cyclase-like;IPR017484 Kynurenine formamidase, bacteria;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;IPR007346 Endonuclease I;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;IPR007466 Peptidyl-arginine deiminase, Porphyromonas-type;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;IPR007518 MINDY deubiquitinase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;IPR007581 Endonuclease V;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;IPR008162 Inorganic pyrophosphatase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;IPR008901 Alkaline ceramidase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;IPR009939 Fungal chitosanase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;IPR010023 KdsC family;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;IPR010662 Putative hydrolase RBBP9/YdeN;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;IPR011962 dCTP deaminase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;IPR014311 Guanine deaminase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;IPR016662 Acyl-CoA thioesterase, long chain;",2
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;IPR017782 Hydroxyacylglutathione hydrolase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;IPR021771 Triacylglycerol lipase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;IPR022597 Endoribonuclease antitoxin GhoS;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;IPR022892 Ribonuclease HI;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;IPR022894 Oligoribonuclease;",2
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;IPR022907 VapC family;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;IPR024627 V(D)J recombination-activating protein 1;",2
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;IPR025705 Beta-hexosaminidase;",2
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;IPR028883 tRNA-specific adenosine deaminase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;IPR032259 Enoyl-CoA hydratase/isomerase,  HIBYL-CoA-H type;",3
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;IPR035874 Iduronate-2-sulfatase;",2
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;IPR039138 Ubiquitin thioesterase OTU1;",2
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016787 hydrolase activity;IPR039298 Acyl-coenzyme A thioesterase 13;",2
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016829 lyase activity;IPR000511 Cytochrome c/c1 haem-lyase;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016829 lyase activity;IPR000771 Fructose-bisphosphate aldolase, class-II;",1
"InterPro2GO;GO:0003674 molecular_function;GO:0003824 catalytic activity;GO:0016829 lyase activity;IPR000887 KDPG/KHG aldolase;",1
